source_id,target_id,pair_id,label,cosine_tfidf,price_sim,price_num_equal,manufacturer_lev,manufacturer_jaccard,manufacturer_relaxed_jaccard,manufacturer_overlap,manufacturer_containment,manufacturer_token_jaccard,description_lev,description_jaccard,description_relaxed_jaccard,description_overlap,description_cosine_tfidf,description_containment,name_lev,name_jaccard,name_relaxed_jaccard,name_overlap,name_cosine_tfidf,name_containment
b000mtebtu,http://www.google.com/base/feeds/snippets/18379664802687261824,b000mtebtu-http://www.google.com/base/feeds/snippets/18379664802687261824,False,0.4353749821037006,0.9951022112358316,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.01582367678615217,0.02593192868719611,0.04111842105263158,0.0,0.3691443962683069,0.64,0.4509803921568627,0.4444444444444444,0.4444444444444444,0.0,0.554625504440285,0.8
b000ndid26,http://www.google.com/base/feeds/snippets/10044826638425571623,b000ndid26-http://www.google.com/base/feeds/snippets/10044826638425571623,False,0.15495845433267938,0.994088875629452,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.012918237253951059,0.00847457627118644,0.0113314447592068,0.0,0.16298666036624035,0.375,0.2666666666666667,0.2857142857142857,0.2857142857142857,0.0,0.2315823901544656,0.5
b000ogsgzq,http://www.google.com/base/feeds/snippets/3621810113236094380,b000ogsgzq-http://www.google.com/base/feeds/snippets/3621810113236094380,False,0.13214040838726748,0.9944376341344137,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.01805273276328931,0.003968253968253968,0.012,0.0,0.03560011991439103,0.07142857142857142,0.31707317073170727,0.25,0.25,0.0,0.33723611661033853,0.5
b000ndibaa,http://www.google.com/base/feeds/snippets/4058027556169196919,b000ndibaa-http://www.google.com/base/feeds/snippets/4058027556169196919,False,0.1658355495788931,0.9999856971449912,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.025980520207485876,0.017114914425427872,0.0297029702970297,0.0,0.03544669403480366,0.18421052631578946,0.6666666666666667,0.5714285714285714,0.5714285714285714,0.0,0.513148535903141,0.8
b000i84dsy,http://www.google.com/base/feeds/snippets/17479437813216357894,b000i84dsy-http://www.google.com/base/feeds/snippets/17479437813216357894,False,0.1479241314175573,0.9994557691432517,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.20316058851271426,0.056179775280898875,0.08045977011494253,0.0,0.09478286490411375,0.2,0.3157894736842105,0.25,0.25,0.0,0.48604850019872897,0.6666666666666666
b000ndibh8,http://www.google.com/base/feeds/snippets/9484979283744840884,b000ndibh8-http://www.google.com/base/feeds/snippets/9484979283744840884,False,0.18129702725785785,0.9850327123630844,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03001229433948694,0.02457002457002457,0.03731343283582089,0.0,0.03465677949135309,0.2564102564102564,0.36734693877551017,0.3,0.3,0.0,0.44149021421063694,0.6
b000bckm7i,http://www.google.com/base/feeds/snippets/6205544377126393085,b000bckm7i-http://www.google.com/base/feeds/snippets/6205544377126393085,False,0.37606030005293084,0.999913027083684,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11004019190906697,0.046875,0.06349206349206349,0.0,0.19101243214640917,0.3,0.33870967741935487,0.36363636363636365,0.36363636363636365,0.0,0.4701896510757311,0.6666666666666666
b000ofnri8,http://www.google.com/base/feeds/snippets/2640184679506710701,b000ofnri8-http://www.google.com/base/feeds/snippets/2640184679506710701,False,0.5038489020686544,0.9937011093381029,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.016823106913554056,0.019267822736030827,0.029182879377431907,0.0,0.37897713318440585,0.47619047619047616,0.607843137254902,0.5,0.5,0.0,0.5872644494522568,0.8
b000aa87go,http://www.google.com/base/feeds/snippets/17530305432950801722,b000aa87go-http://www.google.com/base/feeds/snippets/17530305432950801722,False,0.10981258453521552,0.999378764883457,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.09380623373657118,0.0,0.0,0.0,0.01088609495062951,0.0,0.4285714285714286,0.2222222222222222,0.2222222222222222,0.0,0.21836867319920014,0.4
b000mcianu,http://www.google.com/base/feeds/snippets/2710470763365986624,b000mcianu-http://www.google.com/base/feeds/snippets/2710470763365986624,False,0.03769717065957623,0.9973847446326369,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1867298578199052,0.009345794392523364,0.009345794392523364,0.0,0.033977212951615175,0.037037037037037035,0.2272727272727273,0.17647058823529413,0.25,0.0,0.17696918189522132,0.3333333333333333
b00022pti4,http://www.google.com/base/feeds/snippets/8761785470712681109,b00022pti4-http://www.google.com/base/feeds/snippets/8761785470712681109,False,0.27985734186164607,0.9985552671708303,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.04677534371194224,0.038901601830663615,0.07075471698113207,0.0,0.2264303153517246,0.5666666666666667,0.56,0.36363636363636365,0.36363636363636365,0.0,0.4828450741516842,0.5714285714285714
b000fer1d0,http://www.google.com/base/feeds/snippets/12958721621590299185,b000fer1d0-http://www.google.com/base/feeds/snippets/12958721621590299185,False,0.2112656546315732,0.999855526717083,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0962315372935167,0.05555555555555555,0.05555555555555555,0.0,0.163336982816315,0.42857142857142855,0.40625,0.14285714285714285,0.3333333333333333,0.0,0.2963031417805065,0.25
b000qxd2tc,http://www.google.com/base/feeds/snippets/8261805484012687318,b000qxd2tc-http://www.google.com/base/feeds/snippets/8261805484012687318,False,0.4831210033083534,0.9984102159947816,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.04140144934869263,0.03389830508474576,0.06395348837209303,0.0,0.33626911398462767,0.5454545454545454,0.48,0.3333333333333333,0.3333333333333333,0.0,0.6437217049682976,0.5
b000ivkrvs,http://www.google.com/base/feeds/snippets/16407653863068941558,b000ivkrvs-http://www.google.com/base/feeds/snippets/16407653863068941558,False,0.13960346434737447,0.9996389612659905,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10958625301660221,0.0,0.0,0.0,0.0,0.0,0.3529411764705882,0.25,0.25,0.0,0.4116091548788427,0.5
b00009adf3,http://www.google.com/base/feeds/snippets/16647647854444612501,b00009adf3-http://www.google.com/base/feeds/snippets/16647647854444612501,False,0.24068350235679933,0.9995313286702173,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.24372827804107425,0.07894736842105263,0.10810810810810811,0.0,0.1243059815875559,0.2,0.38,0.2222222222222222,0.2222222222222222,0.0,0.29434532258382085,0.5
b000o231le,http://www.google.com/base/feeds/snippets/222400256379219119,b000o231le-http://www.google.com/base/feeds/snippets/222400256379219119,False,0.08889912354095449,0.9759164482110234,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.14801352130121018,0.014084507042253521,0.014084507042253521,0.0,0.033518820059172796,0.05263157894736842,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.0,0.372527904075821,0.5
b0001wn18u,http://www.google.com/base/feeds/snippets/12218017436042377109,b0001wn18u-http://www.google.com/base/feeds/snippets/12218017436042377109,False,0.0851874673214384,0.9982657427118646,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.24045720657931421,0.0,0.0,0.0,0.029697515210283063,0.0,0.5333333333333333,0.125,0.2857142857142857,0.0,0.1634413357327982,0.25
b000ndibjq,http://www.google.com/base/feeds/snippets/3473826515983580841,b000ndibjq-http://www.google.com/base/feeds/snippets/3473826515983580841,False,0.16587326373733183,0.9666409745011879,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.018031814279432415,0.02654867256637168,0.04504504504504504,0.0,0.04370867613691763,0.3157894736842105,0.34782608695652173,0.3333333333333333,0.3333333333333333,0.0,0.3286671722062313,0.6
b000o27qfq,http://www.google.com/base/feeds/snippets/9761533219806554318,b000o27qfq-http://www.google.com/base/feeds/snippets/9761533219806554318,False,0.16815755344267405,0.9972115211664195,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.019007156476076457,0.02301255230125523,0.036016949152542374,0.0,0.020129136842975084,0.2894736842105263,0.4423076923076923,0.4444444444444444,0.625,0.0,0.4416631232794126,0.8
b000b63xha,http://www.google.com/base/feeds/snippets/15297739858013318917,b000b63xha-http://www.google.com/base/feeds/snippets/15297739858013318917,False,0.0845976315338045,0.9915324208882362,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1342678972312297,0.005813953488372093,0.005813953488372093,0.0,0.06689943234948957,0.04,0.28,0.2857142857142857,0.2857142857142857,0.0,0.10240323469724506,0.5
b000hlp5do,http://www.google.com/base/feeds/snippets/10299611596430222322,b000hlp5do-http://www.google.com/base/feeds/snippets/10299611596430222322,False,0.10323084801614672,0.9989886870195812,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10055230645244762,0.006578947368421052,0.013245033112582781,0.0,0.014220984717354865,0.029411764705882353,0.5576923076923077,0.4,0.4,0.0,0.5660327066681297,0.6666666666666666
b0001wn1ee,http://www.google.com/base/feeds/snippets/9255722138583214734,b0001wn1ee-http://www.google.com/base/feeds/snippets/9255722138583214734,False,0.04087794138289553,0.9982657427118646,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.24928909952606634,0.0,0.0,0.0,0.008087041991962095,0.0,0.3793103448275862,0.14285714285714285,0.3333333333333333,0.0,0.14958637762538293,0.25
b000hcxklc,http://www.google.com/base/feeds/snippets/9807438286656285076,b000hcxklc-http://www.google.com/base/feeds/snippets/9807438286656285076,False,0.0802263301356928,0.9979773740391624,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.12832146627434246,0.01904761904761905,0.01904761904761905,0.0,0.02436812279152352,0.10526315789473684,0.4358974358974359,0.2857142857142857,0.2857142857142857,0.0,0.27082793441562086,0.6666666666666666
b000mcianu,http://www.google.com/base/feeds/snippets/9785861434635986999,b000mcianu-http://www.google.com/base/feeds/snippets/9785861434635986999,False,0.04490685654453943,0.9973847446326369,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1794555273889562,0.009009009009009009,0.009009009009009009,0.0,0.03986559324247544,0.03225806451612903,0.21212121212121215,0.17647058823529413,0.25,0.0,0.18053173700877992,0.3333333333333333
b0000696oh,http://www.google.com/base/feeds/snippets/17149576701498164512,b0000696oh-http://www.google.com/base/feeds/snippets/17149576701498164512,False,0.3148025418446101,0.9998442578010155,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1299640796023731,0.07432432432432433,0.09655172413793103,0.0,0.26078080514344404,0.39285714285714285,0.3695652173913043,0.2,0.2,0.0,0.44016380429792745,0.3333333333333333
b000ndibqy,http://www.google.com/base/feeds/snippets/16579315096492817894,b000ndibqy-http://www.google.com/base/feeds/snippets/16579315096492817894,False,0.28433183554833247,0.979759437536615,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.011845037279598807,0.016551724137931035,0.02361111111111111,0.0,0.25032054557754807,0.5714285714285714,0.32499999999999996,0.25,0.25,0.0,0.30516855764484446,0.5
b000pgvk5s,http://www.google.com/base/feeds/snippets/4672425011703995374,b000pgvk5s-http://www.google.com/base/feeds/snippets/4672425011703995374,False,0.34617823602095393,0.9823885623391381,0.0,0.3571428571428571,0.5,0.5,0.0,1.0,0.36363636363636365,0.02128096086697356,0.03508771929824561,0.055666003976143144,0.0,0.24754795989650102,0.6428571428571429,0.3921568627450981,0.36363636363636365,0.36363636363636365,0.0,0.540457551615911,0.6666666666666666
b000o231le,http://www.google.com/base/feeds/snippets/10834301366840736522,b000o231le-http://www.google.com/base/feeds/snippets/10834301366840736522,False,0.07201087326994324,0.994221068683321,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.06717471895132497,0.0,0.017543859649122806,0.0,0.0,0.0,0.6,0.6,0.6,0.0,0.46019058392283085,0.75
b000ogsyjy,http://www.google.com/base/feeds/snippets/2261905427242154693,b000ogsyjy-http://www.google.com/base/feeds/snippets/2261905427242154693,False,0.1815929193317263,0.981435038671886,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.017663861753232084,0.014953271028037384,0.028409090909090908,0.0,0.04009573801889923,0.21621621621621623,0.3023255813953488,0.2222222222222222,0.2222222222222222,0.0,0.26965266059315596,0.4
b000b6n2m6,http://www.google.com/base/feeds/snippets/1035187390817409083,b000b6n2m6-http://www.google.com/base/feeds/snippets/1035187390817409083,False,0.2846131419014773,0.9997845903351708,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10707707408798071,0.02247191011235955,0.07058823529411765,0.0,0.09120536975513423,0.18181818181818182,0.7692307692307692,0.5,0.5,0.0,0.7090256790624174,0.6666666666666666
b000f7ixx4,http://www.google.com/base/feeds/snippets/15937975832085771486,b000f7ixx4-http://www.google.com/base/feeds/snippets/15937975832085771486,False,0.11267757544031419,0.9976884274733284,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.011376615593284501,0.0076045627376425855,0.0076045627376425855,0.0,0.021796214371172594,0.25,0.47058823529411764,0.2857142857142857,0.2857142857142857,0.0,0.2965828133891912,0.5
b000ndibq4,http://www.google.com/base/feeds/snippets/10044826638425571623,b000ndibq4-http://www.google.com/base/feeds/snippets/10044826638425571623,False,0.12987553081152545,0.9972427273955295,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.003916140090782442,0.005578800557880056,0.006983240223463687,0.0,0.1358385607893907,0.5,0.25,0.25,0.25,0.0,0.19799010269440695,0.4
b000ndib7s,http://www.google.com/base/feeds/snippets/2253075076541338967,b000ndib7s-http://www.google.com/base/feeds/snippets/2253075076541338967,False,0.25093490894031945,0.9783297299288686,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.018157837364498282,0.016216216216216217,0.021739130434782608,0.0,0.2651030838892425,0.5294117647058824,0.30000000000000004,0.3,0.3,0.0,0.277891908660242,0.6
b000fngzs8,http://www.google.com/base/feeds/snippets/5238862557893361196,b000fngzs8-http://www.google.com/base/feeds/snippets/5238862557893361196,False,0.0589753866563165,0.9950886307472375,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2580833699256545,0.03636363636363636,0.05555555555555555,0.0,0.04783445724573382,0.09523809523809523,0.24137931034482762,0.14285714285714285,0.23076923076923078,0.0,0.11152925189766139,0.2857142857142857
b000ndid4y,http://www.google.com/base/feeds/snippets/4058027556169196919,b000ndid4y-http://www.google.com/base/feeds/snippets/4058027556169196919,False,0.11319787096470664,0.9999856971449912,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03397288028416664,0.014925373134328358,0.02512562814070352,0.0,0.03445282937582169,0.15789473684210525,0.47058823529411764,0.2857142857142857,0.2857142857142857,0.0,0.27282576905123157,0.5
b000ndib96,http://www.google.com/base/feeds/snippets/14758105640999079833,b000ndib96-http://www.google.com/base/feeds/snippets/14758105640999079833,False,0.05094420685058181,0.9982806234600051,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02903716932526563,0.015151515151515152,0.022900763358778626,0.0,0.011334400618556882,0.24,0.3589743589743589,0.3333333333333333,0.3333333333333333,0.0,0.3204461896695368,0.6
b000ogsh3c,http://www.google.com/base/feeds/snippets/9526578983773698753,b000ogsh3c-http://www.google.com/base/feeds/snippets/9526578983773698753,False,0.37099143766914044,0.994611002073914,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.01655563786240282,0.028462998102466792,0.04030710172744722,0.0,0.25772498772149055,0.4411764705882353,0.33999999999999997,0.2222222222222222,0.2222222222222222,0.0,0.27026613885577966,0.5
b000hj9r3u,http://www.google.com/base/feeds/snippets/13659935621775890962,b000hj9r3u-http://www.google.com/base/feeds/snippets/13659935621775890962,False,0.10274317734203903,0.9978329007562454,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.16282401195802448,0.043478260869565216,0.05263157894736842,0.0,0.09162110695434549,0.23809523809523808,0.21621621621621623,0.35714285714285715,0.35714285714285715,0.0,0.21129130441992364,0.5555555555555556
b000fvqo0o,http://www.google.com/base/feeds/snippets/22081347244611883,b000fvqo0o-http://www.google.com/base/feeds/snippets/22081347244611883,False,0.3945863061200987,0.999479751708216,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23667552884059648,0.1,0.13793103448275862,0.0,0.21777301413675146,0.375,0.5074626865671642,0.36363636363636365,0.36363636363636365,0.0,0.48917463387237525,0.6666666666666666
b000fzz730,http://www.google.com/base/feeds/snippets/10282477376383378142,b000fzz730-http://www.google.com/base/feeds/snippets/10282477376383378142,False,0.39599145741378244,0.9999942210686833,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.4509803921568627,0.36363636363636365,0.36363636363636365,0.0,0.323169637078124,0.5714285714285714
b000fk8b42,http://www.google.com/base/feeds/snippets/6990565128537638388,b000fk8b42-http://www.google.com/base/feeds/snippets/6990565128537638388,False,0.22918808548696318,0.999608621876578,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07459536796923898,0.0,0.0,0.0,0.0,0.0,0.9583333333333334,0.6,1.0,0.0,0.8077475938544011,0.75
b000jx29wa,http://www.google.com/base/feeds/snippets/16647647854444612501,b000jx29wa-http://www.google.com/base/feeds/snippets/16647647854444612501,False,0.23110222065242292,0.9997464493884807,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.17699842022116904,0.06896551724137931,0.06896551724137931,0.0,0.09631016230918935,0.4,0.26,0.2,0.2,0.0,0.2955897614124711,0.4
b000bcgfe2,http://www.google.com/base/feeds/snippets/18386275313356170584,b000bcgfe2-http://www.google.com/base/feeds/snippets/18386275313356170584,False,0.5473033631518567,0.9998988687019581,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.43383886255924164,0.25,0.27906976744186046,0.0,0.46668731986214274,0.55,0.6666666666666667,0.4,0.4,0.0,0.5685048216342813,0.6666666666666666
b000ogsgzq,http://www.google.com/base/feeds/snippets/4058027556169196919,b000ogsgzq-http://www.google.com/base/feeds/snippets/4058027556169196919,False,0.17136584409794975,0.9913459058799904,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.018146331778372365,0.023809523809523808,0.04665314401622718,0.0,0.05564553252614788,0.3157894736842105,0.32352941176470584,0.2857142857142857,0.2857142857142857,0.0,0.2975324970754632,0.5
b000o39yge,http://www.google.com/base/feeds/snippets/13653159525369338466,b000o39yge-http://www.google.com/base/feeds/snippets/13653159525369338466,False,0.023121197531898598,0.9981212694289476,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.22243963956634047,0.022222222222222223,0.05747126436781609,0.0,0.02648167498220198,0.06060606060606061,0.2142857142857143,0.25,0.25,0.0,0.0,0.5
b000e8jlbw,http://www.google.com/base/feeds/snippets/257434657988780139,b000e8jlbw-http://www.google.com/base/feeds/snippets/257434657988780139,False,0.15409411937996031,0.9812327760758023,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.05122809777585496,0.020689655172413793,0.04964539007092199,0.0,0.13730388320864614,0.21428571428571427,0.25,0.2222222222222222,0.2222222222222222,0.0,0.357193570683607,0.5
b000ndib6y,http://www.google.com/base/feeds/snippets/1396058941659125307,b000ndib6y-http://www.google.com/base/feeds/snippets/1396058941659125307,False,0.0922301297066177,0.9934552158105782,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.018919445821644773,0.013937282229965157,0.02464788732394366,0.0,0.04055305550778838,0.21052631578947367,0.43333333333333335,0.3333333333333333,0.3333333333333333,0.0,0.3476732026614691,0.5
b000qfrt4o,http://www.google.com/base/feeds/snippets/15933205235519328818,b000qfrt4o-http://www.google.com/base/feeds/snippets/15933205235519328818,False,0.18718022506659895,0.9992776335854151,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11523358158429249,0.024096385542168676,0.036585365853658534,0.0,0.12929203264890585,0.17391304347826086,0.20512820512820518,0.25,0.25,0.0,0.2711535256081155,0.4
b000m2yc32,http://www.google.com/base/feeds/snippets/13673799320876526338,b000m2yc32-http://www.google.com/base/feeds/snippets/13673799320876526338,False,0.10572902925369815,0.9992776335854151,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.022753994768601175,0.009925558312655087,0.02518891687657431,0.0,0.04275073838142294,0.21052631578947367,0.574468085106383,0.375,0.375,0.0,0.38224458475071943,0.75
b00005aycg,http://www.google.com/base/feeds/snippets/2209370345378693785,b00005aycg-http://www.google.com/base/feeds/snippets/2209370345378693785,False,0.34657507935344223,0.9994221068683321,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.13466442439993884,0.050724637681159424,0.08208955223880597,0.0,0.2704526085126614,0.3684210526315789,0.3728813559322034,0.3,0.3,0.0,0.40987050544330983,0.6
b000ndibvo,http://www.google.com/base/feeds/snippets/2217167988787223405,b000ndibvo-http://www.google.com/base/feeds/snippets/2217167988787223405,False,0.4320641267438773,0.9887887287723599,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02740392707350231,0.027093596059113302,0.034739454094292806,0.0,0.3136385898233971,0.5238095238095238,0.375,0.3333333333333333,0.3333333333333333,0.0,0.4647566661074152,0.6
b000sqnbp2,http://www.google.com/base/feeds/snippets/17896835956549874370,b000sqnbp2-http://www.google.com/base/feeds/snippets/17896835956549874370,False,0.47477439181506587,0.998928008240756,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.4772727272727273,0.3,0.3,0.0,0.5695484262707559,0.6
b000ndibvo,http://www.google.com/base/feeds/snippets/9484979283744840884,b000ndibvo-http://www.google.com/base/feeds/snippets/9484979283744840884,False,0.20898354914037298,0.9976304936868787,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.02927485766658379,0.01873536299765808,0.0332541567695962,0.0,0.030950249432741377,0.20512820512820512,0.475,0.5,0.5,0.0,0.6411064182564565,0.8
b000ndibl4,http://www.google.com/base/feeds/snippets/16406760233183606059,b000ndibl4-http://www.google.com/base/feeds/snippets/16406760233183606059,False,0.17126431412415802,0.9846278982243512,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.017730632969342595,0.024229074889867842,0.042600896860986545,0.0,0.04300397284120176,0.2972972972972973,0.4285714285714286,0.3333333333333333,0.3333333333333333,0.0,0.4889144281722949,0.6
b000pgvk5s,http://www.google.com/base/feeds/snippets/18374143831267894200,b000pgvk5s-http://www.google.com/base/feeds/snippets/18374143831267894200,False,0.15632828366821352,0.9823885623391381,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.021389394175098154,0.02111324376199616,0.05138339920948617,0.0,0.11334863692518415,0.3793103448275862,0.4642857142857143,0.25,0.25,0.0,0.3216612171484265,0.5
b000egidpe,http://www.google.com/base/feeds/snippets/7247732872667648705,b000egidpe-http://www.google.com/base/feeds/snippets/7247732872667648705,False,0.21528985013619137,0.9999852637251425,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.22036723903879582,0.0392156862745098,0.0392156862745098,0.0,0.1039302512364039,0.08695652173913043,0.3275862068965517,0.23076923076923078,0.3333333333333333,0.0,0.32427468429880363,0.6
b000ogsh3c,http://www.google.com/base/feeds/snippets/14992670292987095559,b000ogsh3c-http://www.google.com/base/feeds/snippets/14992670292987095559,False,0.2689534969461726,0.98763323145559,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.4,0.3,0.3,0.0,0.34945392885667315,0.5
b000in4uak,http://www.google.com/base/feeds/snippets/11022538834870557563,b000in4uak-http://www.google.com/base/feeds/snippets/11022538834870557563,False,0.1318207929013726,0.9997116313272977,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.10171345242435284,0.0,0.0,0.0,0.0,0.0,0.56,0.3,0.3,0.0,0.39091202396123925,0.5
b0001wn1fs,http://www.google.com/base/feeds/snippets/11826731647881867985,b0001wn1fs-http://www.google.com/base/feeds/snippets/11826731647881867985,False,0.08507574532288815,0.9953911578016656,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.20591469194312795,0.041666666666666664,0.041666666666666664,0.0,0.0633260300468373,0.2,0.2558139534883721,0.1,0.2222222222222222,0.0,0.13613461076833028,0.25
b000hlt4tu,http://www.google.com/base/feeds/snippets/4835538995422992772,b000hlt4tu-http://www.google.com/base/feeds/snippets/4835538995422992772,False,0.3784660595651257,0.9999994221068683,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.03108883991909922,0.026143790849673203,0.03289473684210526,0.0,0.3361493940636813,0.8,0.3894736842105263,0.46153846153846156,0.46153846153846156,0.0,0.5812374475271956,0.75
b000hcxkks,http://www.google.com/base/feeds/snippets/8324654787720267662,b000hcxkks-http://www.google.com/base/feeds/snippets/8324654787720267662,False,0.1774369832678497,0.9992920809137068,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.04473941551475831,0.037037037037037035,0.06206896551724138,0.0,0.17734280023853483,0.5,0.3287671232876712,0.15384615384615385,0.25,0.0,0.29721074585215596,0.2857142857142857
b000hj9r3u,http://www.google.com/base/feeds/snippets/12226449661661559282,b000hj9r3u-http://www.google.com/base/feeds/snippets/12226449661661559282,False,0.10018450122070562,0.9999992776335854,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15743677908774145,0.03508771929824561,0.06306306306306306,0.0,0.0847836087840842,0.21052631578947367,0.18571428571428572,0.25,0.25,0.0,0.15043430190177584,0.4444444444444444
b000h16pag,http://www.google.com/base/feeds/snippets/18379653518269884966,b000h16pag-http://www.google.com/base/feeds/snippets/18379653518269884966,False,0.0745454691911858,0.9997104755410344,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2400967211529161,0.02040816326530612,0.041666666666666664,0.0,0.07151923880655496,0.045454545454545456,0.19999999999999996,0.125,0.2857142857142857,0.0,0.09347351635096607,0.3333333333333333
b000hc0lw8,http://www.google.com/base/feeds/snippets/12956485848771496004,b000hc0lw8-http://www.google.com/base/feeds/snippets/12956485848771496004,False,0.08343334746336956,0.9977179000230435,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1618569062981785,0.0,0.0,0.0,0.0,0.0,0.23333333333333328,0.125,0.125,0.0,0.2214103501910075,0.25
b000bwbu6u,http://www.google.com/base/feeds/snippets/7704167897291051109,b000bwbu6u-http://www.google.com/base/feeds/snippets/7704167897291051109,False,0.21589554712405418,0.9997543954190411,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1117714871269373,0.0,0.0,0.0,0.0,0.0,0.3829787234042553,0.3333333333333333,0.3333333333333333,0.0,0.511574687013102,0.5
b000e8jlbw,http://www.google.com/base/feeds/snippets/16579315096492817894,b000e8jlbw-http://www.google.com/base/feeds/snippets/16579315096492817894,False,0.3666013437323874,0.9992633307304064,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.04941102436530257,0.028469750889679714,0.035842293906810034,0.0,0.3148775697027269,0.38095238095238093,0.6451612903225806,0.6,0.6,0.0,0.7493728600312509,0.75
b0001wn0li,http://www.google.com/base/feeds/snippets/2691848002513611613,b0001wn0li-http://www.google.com/base/feeds/snippets/2691848002513611613,False,0.32777248013650634,0.9958108526885394,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2724591890468667,0.07142857142857142,0.07142857142857142,0.0,0.14595893886538414,0.14285714285714285,0.37681159420289856,0.3333333333333333,0.3333333333333333,0.0,0.5039290949166442,0.6
