subject_id,brand,description,specTableContent,title
5943987,"""Transcend""@en-US","""Designed to enhance your smartphone and tablet user experience, Transcend microSDHC UHS-I memory cards feature the Ultra High Speed Class 1 specification. Utilizing this next-generation technology, these cards ensure the best possible performance when running memory-intensive mobile apps and games, as well as smooth Full HD video recording and seamless playback.""@en-US ",," ""Transcend 64GB MicroSDXC Class10 UHS-1 Memory Card with Adapter 60 MB/s (TS64GUSDU1)""@en-US ""Accessories - Page 438 | Roaming Free Sims""@en-US"
4493450,"""TOPRAM"""," ""16GBSDHC6-TO CGF 16GB SDHC Secure Digital Class 6 Retail""",," ""TOPRAM 16GBSDHC6-TO CGF 16GB SDHC Secure Digital Class 6 Retail"""
6841382,"""Kingston""@en","""2400MHz RAM Speed, CAS 15-15-15-35 Timings, 1.20-1.35v VDIMM, Lifetime Warranty with OcUK.""@en ",," ""Kingston Fury Black 16GB (1x16GB) DDR4 PC4-19200C15 2400MHz Single Channel Module (HX424C15FB/16)""@en ""▷ Kingston … | OcUK""@en"
4522107,,, Categorie Geheugen intern Merk Kingston Productserie HyperX Fury Product Kingston HyperX Fury HX424C15FWK2/32 Uitvoering Kingston HyperX Fury HX424C15FWK2/32 EAN 0740617260809 SKU HX424C15FWK2/32 Tweakers ID 749603," ""Kingston HyperX Fury HX424C15FWK2/32 - Alternatieven ""@NL Tweakers""@NL"
16663637,"""HP Enterprise""","""Description:HP G8 G9 (Gen8 Gen9) 500GB 3.5-inch (LFF) Serial ATA(SATA) 6G 7.2K Hot-Plug Midline (MDL) Hard Drive in G8 G9(Gen8 Gen9) SmartDrive Carrier (SC) (as pictured)Genuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s)
Option Part# 658071-B21
Spare Part# 658103-001
Assembly Part# 658083-001
Assembly Part# 658084-001
Model# MB0500GCEHE
Model# MB0500GCEHF
Model# ST500NM0011
SmartBuy Part# 658071-S21"" ", Specifications: Category Proliant HardDrive Sub-Category 7.2K Generation SATA SC Part Number 658071-B21 Products ID 459457 Type Hard Drive - Hot-Swap - Gen8 Large Form Factor 3.5 inches Capacity 500GB Interface Type Serial ATA Connector 22-Position Serial ATA (SATA) Plug Data Transfer Rate 6G = 6Gb/sec (750 MB/s) Spindle Speed 7200RPM Native Command Queuing Supported Bytes/Sector 512," ""Null"", ""658071-B21 HP G8 G9 500-GB 6G 7.2K 3.5 SATA SC"" ""New 658071-B21 SC Wholesale Price 658071-B21"""
3582569,,,," ""CPB-NEW-500GB 6G SATA 7.2K RPM LFF"" "" CPB-NEW-500GB LFF - 658071-B21 Z CDW Internal Use/Service Pts CDWG.com"
1918337,,"""PLACA BASE ASUS INTEL H170M-E D3 SOCKET 1151 DDR3x4 1600MHz 64GB HDMI uATX"" ",," ""PLACA BASE ASUS INTEL H170M-E D3"""
2726669,"""ASUSTEK""@fr",,," ""ASUS STRIX Z270G GAMING microATX LGA1151 Intel Z270 DDR4 SATA 3""@fr"
1656083,"""Corsair""","""Corsair Vengeance 8Gb (2x4Gb) DDR3 1600MHz Cas9 SO-DIMM Kit"" ", Item Code : MEC-S3-8GDV169 Item : Corsair Vengeance 8Gb (2x4Gb) DDR3 1600MHz Cas9 SO-DIMM Kit Brand : Corsair Model : CMSX8GX3M2A1600C9 EAN : 8435910166812 Size : 8Gb (2x4Gb) Bus Speed : 1600MHz CAS Latency : 9-9-9-24 Number of Pins : 204 Other : Vengeance PCB Weight (kg) : 2.00 Price : £58.38," ""Corsair Vengeance 8Gb (2x4Gb) DDR3 1600MHz Cas9 SO-DIMM Kit"" Kit | CMSX8GX3M2A1600C9"""
3993162,,"""120mm Corsair Air Series SP120 High Performance Edition, High Pressure, 2350rpm, 62.74CFM, 35dB, 3-Pin, Twin Pack        ""@en ",," ""Corsair SP120 Fan Dual Pack - High Performance Edition""@en Edition LN44578 CO-9050008-WW | SCAN UK""@en"
15375719,"""HP Enterprise"""," ""Description:Genuine HPE 1GB Registered 266MHz DDRPC2100 ECC SDRAM Memory Kit (1x1024MB)Part Number(s)Option Part# 287497-B21""", Specifications: Category Proliant Memory Sub-Category Genuine HP Memory Generation 266MHz Part Number 287497-B21 Products ID 1690 Application Server Memory Server Model HP Proliant Compatibility HP Proliant Servers Manufacturer Hewlett-Packard HP Serial Number Yes HP Logo Yes Guaranteed Genuine HP Yes 287497-B21 Compatible Servers: BL30p DL320 G2 ML310 G1 ML330 G3 ML350 G3," ""287497-B21 HP 1GB 266MHz DDR PC2100"" ""Null"""
13500917,"""HP Enterprise""","""Description:2 x Genuine HPE 2GB (1x2GB) PC3-10600 (DDR3-1333)Unbuffered CAS-9 Dual Rank x 8 Memory Kit Part Number(s)
Option Part# 500670-B21 (1 module per Kit)
HP SmartBuy Part# 500670-S21 (1 module per Kit)
Spare Part# 501540-001 (1 module per Kit)
Assembly Part# 500209-061 (1 module per Kit)"" ", Specifications: Category Proliant Memory Sub-Category Genuine HP Memory Generation 1333MHz Part Number 500670-B21-2Pack Products ID 490314 Storage Capacity 2GB (1 x 2GB) Technology Unbuffered ECC DIMM Form Factor DIMM 240-pin Memory Speed 1333MHz (PC3-10600E-9) Rank Dual Rank Application Server Memory Server Model HP Proliant Compatibility HP Proliant Servers Manufacturer Hewlett-Packard HP Serial Number Yes HP Logo Yes Guaranteed Genuine HP Yes 500670-B21 Compatible Servers: BL280c G6 G7 BL460c G6 G7 DL1000 DL120 G6 DL160 G6 G7 DL160se G6 G7 DL170h DL180 G6 G7 DL320 G6 G7 DL360 G6 G7 DL370 G6 G7 DL380 G6 G7 ML150 G6 G7 ML330 G6 G7 ML350 G6 G7 ML370 G6," ""500670-B21 HP 2GB (1x2GB) PC3-10600 UDIMM"", ""Null"" ""New 500670-B21 UDIMM 2 Pack Wholesale Price 500670-B21-2Pack"""
17415889,"""HP Enterprise""","""Description:10 x 500GB Hot-Plug Serial ATA (SATA) 1.5GB/s Hard Drive 7200 RPM 3.5-inch form factor 1.0 inch high NCQ (Native Command Queing)In HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SATA ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s)
Option Part# 395473-B21
Spare Part# 395501-002
Assembly Part# 454141-002
Model# GB0500C8046"" ", Specifications: Category Proliant HardDrive Sub-Category 7.2K Generation SATA Part Number 454141-002-10Pack Products ID 455625 Type Hard Drive - Hot-Swap Form Factor 3.5 inches Capacity 500GB Interface Type Serial ATA-150 Connector 22-Position Serial ATA (SATA) Plug Data Transfer Rate 150MB/s Spindle Speed 7200RPM Package Qty 10," ""454141-002 HP 500-GB 7.2K 3.5 SATA"", ""Null"" ""New 454141-002 SATA 10 Pack Wholesale Price 454141-002-10Pack"""
16633023,"""HP Enterprise"""," ""Description:10 x HPE 2TB 3.5-inch (LFF) Serial ATA (SATA) 6G7.2K Hot-Plug Midline (MDL) Hard Drive in G8 G9(Gen8 Gen9) SmartDrive Carrier (SC) (as pictured)Genuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 658079-B21 Spare 658102-001 Assembly 638519-002 658084-003 Model# MB2000GBUPB MB2000GCEHK ST2000NM0011""", Specifications: Category Proliant HardDrive Sub-Category 7.2K Generation SATA SC Part Number ST2000NM0011-10Pack Products ID 462717 Type Hard Drive - Hot-Swap - Gen8 Large Form Factor 3.5 inches Capacity 2000GB Interface Type Serial ATA Connector 22-Position Serial ATA (SATA) Plug Data Transfer Rate 6G = 6Gb/sec (750 MB/s) Spindle Speed 7200RPM Native Command Queuing Supported Bytes/Sector 512," ""ST2000NM0011 HP G8 G9 2-TB 6G 7.2K 3.5 SATA SC"" ""Null"""
12425900,,," Categorie Netwerk switches Merk TP-Link Product TP-Link TL-SG1000 Uitvoering TP-Link TL-SG1016 EAN 0230494831952, 0845973020095, 3548383171353, 5052217234896, 5053460259223, 6315487614096, 6935364020095 SKU TL-SG1016 Tweakers ID 290175 Productprijs € 99,95 Opsturen Nederland t/m € 200,- € 6,95 iDeal € 0,- Totaal € 106,90 Onjuiste prijs melden Productprijs € 74,94 Pakketpost Nederland vanaf € 25,- € 0,- iDeal € 0,- Totaal € 74,94 Onjuiste prijs melden Productprijs € 73,95 Pakketpost € 3,95 iDeal € 0,- Totaal € 77,90 Onjuiste prijs melden Productprijs € 77,99 Verzending € 0,- iDeal € 0,- Totaal € 77,99 Onjuiste prijs melden Productprijs € 84,95 Pakketpost (vanaf € 50,-) € 0,- iDeal € 0,- Totaal € 84,95 Onjuiste prijs melden Productprijs € 74,95 Pakketpost tot € 50,- € 0,- iDeal € 0,- Totaal € 74,95 Onjuiste prijs melden Productprijs € 84,95 Pakketpost € 0,- iDeal € 0,- Totaal € 84,95 Onjuiste prijs melden Productprijs € 82,- Pakketpost (vanaf € 36,24) € 0,- iDeal € 0,- Totaal € 82,- Onjuiste prijs melden Productprijs € 72,95 Pakketpost PostNL (vanaf € 49,95) € 0,- iDeal € 0,- Totaal € 72,95 Onjuiste prijs melden Productprijs € 92,40 Pakketpost (vanaf € 50,-) € 0,- iDEAL € 0,- Totaal € 92,40 Onjuiste prijs melden Productprijs € 84,95 Pakketpost € 0,- iDeal € 0,- Totaal € 84,95 Onjuiste prijs melden Productprijs € 77,- Pakketpost Nederland (vanaf € 75,-) € 0,- iDeal € 0,- Totaal € 77,- Onjuiste prijs melden Productprijs € 72,95 Pakketpost vanaf € 1,99 iDeal € 0,- Totaal € 74,94 Onjuiste prijs melden Productprijs € 73,20 Pakketpost 0-30 kg € 4,95 iDeal (vanaf € 10,-) € 0,- Totaal € 78,15 Onjuiste prijs melden Productprijs € 79,99 Pakketpost (vanaf € 20,- i.c.m. iDEAL) € 0,- iDeal € 0,- Totaal € 79,99 Onjuiste prijs melden Productprijs € 70,75 Pakketpost NL DPD € 4,95 iDeal € 0,- Totaal € 75,70 Onjuiste prijs melden Productprijs € 76,99 Pakketpost € 0,- iDeal € 0,- Totaal € 76,99 Onjuiste prijs melden Productprijs € 75,33 Opsturen € 0,- iDeal € 0,- Totaal € 75,33 Onjuiste prijs melden Productprijs € 89,90 Pakketpost (vanaf € 25,-) € 0,- iDeal € 0,- Totaal € 89,90 Onjuiste prijs melden Productprijs € 68,50 Pakketpost DPD € 3,95 iDeal € 0,- Totaal € 72,45 Onjuiste prijs melden Productprijs € 79,90 Pakketpost tot 1 kg € 4,95 iDeal € 0,- Totaal € 84,85 Onjuiste prijs melden Productprijs € 75,02 Pakketpost (vanaf € 29,95) € 0,- iDeal € 0,- Totaal € 75,02 Onjuiste prijs melden Productprijs € 77,44 Pakketpost € 12,10 iDeal € 0,- Totaal € 89,54 Onjuiste prijs melden Productprijs € 89,90 Pakketpost (vanaf € 25,-) € 0,- iDeal € 0,- Totaal € 89,90 Onjuiste prijs melden Productprijs € 68,91 Pakketpost tot € 99,- € 3,95 iDeal € 0,50 Totaal € 73,36 Onjuiste prijs melden Productprijs € 78,94 Pakketpost (boven €20,-) € 0,- iDeal € 0,- Totaal € 78,94 Onjuiste prijs melden Productprijs € 77,27 Pakketpost Nederland (vanaf € 50,-) € 0,- iDEAL € 0,- Totaal € 77,27 Onjuiste prijs melden Productprijs € 79,50 Pakketpost Nederland (vanaf € 19,-) € 0,- iDeal € 0,- Totaal € 79,50 Onjuiste prijs melden Productprijs € 77,38 Pakketpost € 5,99 iDeal € 0,- Totaal € 83,37 Onjuiste prijs melden Productprijs € 89,90 Pakketpost vanaf € 25,- € 0,- iDeal € 0,- Totaal € 89,90 Onjuiste prijs melden"," ""TP-Link TL-SG1016 - Prijzen ""@NL Tweakers""@NL"
1634335,,"""Ventilador de caja de 140 mm con tres anillos de colores y adaptador RPM""@es ", AF140 Quiet Edition Size 140mm x 25mm Operating Voltage 7V – 12V Performance @ 12V: Airflow 67.8 CFM Static Pressure .84 mm/H20 Sound Level 24 dBA Speed 1150 RPM Power Draw .1A," ""Corsair AF140 Quiet High Airflow""@es"
15746419,,,," ""Asus M5A97 LE R2.0""@es R2.0 |PcComponentes ""@es"
16875206,"""HP Enterprise""","""Description:5 x 72GB Serial Attached SCSI (SAS) 3.5-inch HotPlug 15K Dual Port Hot-Plug Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s)
Option Part# 384852-B21
Spare Part# 389343-001
Assembly Part# 417190-002
Model# DF072BB6BC"" ", Specifications:  Manufacturer HP Category Hard Drive Sub-Category 15K Generation SAS Part Number HP 417190-002-5Pack Product ID 455233_HP_HardDrives Capacity 72GB Interface Serial Attached SCSI (SAS) Enclosure Internal Drive Dimensions 3.5 inches x 1/3H (Low Profile) Spindle Speed 15000RPM External Data Transfer 300MB/s Seek Time 3.5ms HotSwap Yes Manufacturer Hewlett Packard Pre-Failure Warranty Yes Hot Swap Tray Included/Attached," ""417190-002 HP 72-GB 15K 3.5 DP SAS 5 Pack "" ""HP 417190-002 Part# -417190-002-5Pack"""
17440887,"""HP Enterprise""","""Description:110/220GB StndAlone SDLT LVDPart Number(s)
Option Part# 192106-B21  "" "," Specifications: Category Proliant Sub-Category TapeDrive Generation 110/220GB Part Number 192106-B21 Products ID 12978 Tape Type Super DLT Native Capacity 110GB Interface Type SCSI Enclosure Type Internal Compressed Capacity 220GB SCSI Signaling Type Low Voltage Differential (LVD) Platform PC, Unix Dimensions (HxWxD) 3.39 in x 5.83 in x 8.35 in Wieght 14lbs"," ""HP 192106-B21 110/220-GB StndAlone SDL"", ""Null"" SDL Wholesale HP Price 192106-B21"""
17205507,"""HP Enterprise"""," ""Description:HP 15/30GB DLT Tape Drive (Desktops)Part Number(s) Option Part# 242469-001 """, Specifications: Category Proliant Sub-Category TapeDrive Generation 15/30GB Part Number 242469-001 Products ID 13079 Tape Type DLT Native Capacity 15GB Interface Type SCSI Enclosure Type External Native Data Transfer Rate 5MB/s Compressed Capacity 30GB Data Transfer Rate - Compressed 10MB/s Platform PC," ""HP 242469-001 15/30-GB Ext SCSI DLT"" ""Null"""
12176771,,,," ""Kingston 32GB DataTraveler 50 USB 3.0 Flash Drive, Red""@en Drive Red (DT50/32GB)""@en"
17480852,"""HP Enterprise"""," ""Description:HP 512MB Unbuffered PC2-5300 ECC DIMM (1 x 512MB)Part Number(s)HP Part# 432803-B21""", Specifications: Category Proliant Memory Sub-Category Genuine HP Memory Generation 677MHz Part Number 432803-B21 Products ID 143242 Technology DDR RAM ECC / Registered Unbuffered Capacity 512MB Bus Clock 677MHz Application Server Memory Server Model HP Proliant Compatibility HP Proliant Servers Manufacturer Hewlett-Packard HP Serial Number Yes HP Logo Yes Guaranteed Genuine HP Yes 432803-B21 Compatible Servers: DL320 G5 DL320s ML110 G4 ML115 G1 ML310 G4," ""432803-B21 HP 512MB PC2-5300 ECC DIMM"" ""Null"""
16566174,"""HP Enterprise""","""Description:128MB PC2100 DDR266 Registered ECC 184pin  DIMMPart Number(s)Hewlett-Packard Part# 287494-B21"" ", Specifications:  Category Sub-Category Genuine HP Memory Generation Part Number 287494-B21 Products ID 142956," ""287494-B21 128MB PC100 ECC DDR"", ""Null"" Price 287494-B21"" ""New 287494-B21 DDR Wholesale"
16408113,"""HP Enterprise"""," ""Description:HP 3TB 3.5-inch (LFF) Serial ATA (SATA) 6G7.2K Hot-Plug Midline (MDL) Hard Drive in G8 G9(Gen8 Gen9) SmartDrive Carrier (SC) (as pictured)Genuine HPE serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 628061-S21 Spare 628182-001 """, Specifications:  Manufacturer HP Category Hard Drive Sub-Category 7.2K Generation SATA SC Part Number HP 628061-S21 Product ID 459975_HP_HardDrives Type Hard Drive - Hot-Swap - Gen8 Large Form Factor 3.5 inches Capacity 3000GB Interface Type Serial ATA Connector 22-Position Serial ATA (SATA) Plug Data Transfer Rate 6G = 6Gb/sec (750 MB/s) Spindle Speed 7200RPM Native Command Queuing Supported Bytes/Sector 512," ""628061-S21 HP G8 G9 3-TB 6G 7.2K 3.5 SATA SC """
14793721,"""HP Enterprise""","""Description:2 x 500GB Non Hot-Plug Serial ATA (SATA) 1.5GB/s Hard Drive 7200 RPM 3.5-inch form factor 1.0 inch high NCQ (Native Command Queing)Genuine HPE Serial number and firmwarePart Number(s)
Option Part# 404469-B21
Spare Part# 404654-002
Assembly Part# 454141-002
Model# GB0500C8046"" ", Specifications: Category Proliant HardDrive Sub-Category 7.2K Generation SATA NHP Part Number 454141-002-2Pack Products ID 463012 Enclosure Type Internal Form Factor 3.5 inches Capacity 500GB Interface Type Serial ATA-150 Connector 22-Position Serial ATA (SATA) Plug Data Transfer Rate 150MB/s Spindle Speed 7200RPM," ""454141-002 HP 500-GB 1.5G 7.2K 3.5 NHP SATA"", ""Null"" ""New 454141-002 SATA 2 Pack Wholesale Price 454141-002-2Pack"""
15333599,"""SanDisk""@en",,," "" SanDisk Ultra - flash memory card 16 GB SDHC UHS-I Series ""@en, ""SanDisk UHS-I""@en Prices CNET""@en"
456461,,, Listing Type Free Listing Listing ID# 140755624 Start Time Sat 04 Jul 2015 21:25:10 (CET) Close Time Tue 25 Jul 2017 15:17:57 (CET) Starting Bid Fixed Price (no bidding) Item Condition Refurbished Bids 3 Views 1 Dispatch Time Next Day Quantity 50 Location United Kingdom Auto Extend No," ""SanDisk 4GB SD Card (SDHC) - Class 4""@sv-SE"
15603486,"""Apple""","""Refurbished Apple Mac Mini Aluminum Unibody 2.6GHZ Dual Core i5 (Late 2014) MGEN2LL/A discounted on sale cheap.  Tested, Certified and 30 Day Money Back Guarantee."" ",," ""Mac Mini Aluminum Unibody 2.6GHZ Dual Core i5 (Late 2014). - Apple MGEN2LL/A"" "" Used Mac 2014) MGEN2LL/A GainSaver"
1993509,,"""AUGUSTUS Deckenleuchte Chrom, 1xLED - Leuchte  GLOBO 41331 Modern Chrom LED""@de ", Eigenschaft Leuchtmittel fix verbaut Fassung/Sockel LED Betriebsspannung 230 Volt Farbtemperatur 3000 Kelvin Lumen 1640 Vergleichswert 120 w Lichtleistung der LEDs 24 w Dimmbar Nein Farbe Chrom Höhe 55 mm Durchmesser 475 mm Gehäusematerial Milchig Schutzart IP20 Gewicht 0.1980 kg Leuchtmittel inklusive ? Ja Besonders geeignet für: Küche Anzahl Leuchtmittel 1 Stromverbrauch 24 w Energieeffizienzklasse A," "" AUGUSTUS Deckenleuchte Chrom, 1xLED - Leuchte GLOBO 41331 Modern Chrom LED, GLO ""@de, ""AUGUSTUS GLO""@de LED günstig mit 2""@de"
5986086,"""Corsair""@en","""The Flash Survivor Stealth USB 3.0 helps keep your files safe. The anodized aircraft-grade aluminum housing is waterproof to 200 meters plus vibration-resistant and shock-resistant.""@en ",," ""Corsair 64GB Flash Survivor Stealth USB3.0 Drive (CMFSS3B-64GB)""@en ""▷ Corsair (CMFS… | OcUK""@en"
5337159,,"""
	- 8GB  
	- USB Flash Drive

""@en ",," ""Transcend 8GB USB Flash Drive 2.0""@en "" Hard Drives and Jump | Unique Photo ""@en"
9245035,"""INTEL""@fr",,," ""S1150 Core i7-4790 (4Core, 3.60Ghz, 8Mb, HD4600, 84W) Boite""@fr"
7955307,,"""Intel Core i7 6800K, S 2011-3, Broadwell-E, Six Core, 12 Thread, 3.4GHz Clock, 3.8GHz Turbo, 15MB, 28 Lane, 140W, Retail ""@en ",," ""Intel i7 6800K Broadwell Extreme Unlocked CPU/Processor""@en CPU/Processor LN72342 - BX80671I76800K | SCAN UK""@en"
565141,"""Apple""@en",,," ""Apple Mac Mini 2.4GHz Intel Core 2 Duo Computer""@en Computer - MC270LL/A Abt""@en"
17290322,"""HP Enterprise""","""Description:10 x HPE G8 G9 200GB 3.5-inch (LFF)Pluggable Serial ATA (SATA) 3G SC MLC Enterprise Mainstream Solid State Drive (SSD)In HPE G8 G9 3.5-inch Hot-Plug Drive tray(SC) Smart Carrier (as pictured)Genuine HPE serial number and firmwareGenuine HPE Certified Solid State DrivePart Number(s)
Option Part# 653124-B21
Spare Part# 653969-001
Assembly Part# 636458-002
Assembly Part# 636619-004
Model# MO0200EBTJU
Model# MZ-5EA2000/0H3
Model# MZ5EA200HMDR-000H3"" ", Specifications: Category Proliant HardDrive Sub-Category Solid State Drive Generation SATA SSD Part Number 653124-B21-10Pack Products ID 463910 Type Solid State Drive Large Form Factor 3.5 inches Capacity 200GB Interface Type Serial ATA Data Transfer Rate 3G," ""653124-B21 HP G8 G9 200-GB 3G 3.5 SATA MLC SSD"", ""Null"" Price 653124-B21-10Pack"" ""New 653124-B21 SSD 10 Pack Wholesale"
16859980,"""HP Enterprise""","""Description:110/220GB StndAlone SDLT LVDPart Number(s)
Option Part# 192106-B21  "" "," Specifications: Category Proliant Sub-Category TapeDrive Generation 110/220GB Part Number 192106-B21 Products ID 12979 Tape Type Super DLT Native Capacity 110GB Interface Type SCSI Enclosure Type Internal Compressed Capacity 220GB SCSI Signaling Type Low Voltage Differential (LVD) Platform PC, Unix Dimensions (HxWxD) 3.39 in x 5.83 in x 8.35 in Wieght 14lbs"," ""HP 192106-B21 110/220-GB StndAlone SDL"", ""Null"" ""New HP SDL Wholesale Price 192106-B21"""
4645548,,"""Procesador: AMD Radeon RX460; Memory BUS: 128 Bit; Velocidad GPU: 1.244 MHz; Memoria vídeo: 2.048 MB; Velocidad de la memoria: 7.000 MHz; Tipo de memoria vídeo: GDDR5; Ventilador: Sí"" ",," ""GRAFICA DUAL-RX460-O2G"" DUAL-RX460-O2G | Tradineur.com"""
10008678,,,," ""Sapphire R7 240 4GB DDR3""@es DDR3 | Pccomponentes""@es"
17320949,,"""Placa base mATX, LGA1151, Intel B250, 4xRAM Dual DDR4-2400, 6SATA3+2M.2, Realtek Gigabit, 5USB3, LED""@es ",," ""Asus B250M-PLUS PRIME""@es"
9673255,"""
                        Corsair
""@en, ""Null""@en","""
                        The 400R Computer Case has been carefully designed to provide a generous amount of internal volume, and it puts that volume to good use. Theres room for eight PCI-E cards of up to 316mm in length, and even room for a full 240mm radiator for compatibility with the Hydro Series H100 Liquid CPU Cooler and modular watercooling systems.

createCookie('T366600','Q2FyYmlkZSBTZXJpZXMgNDAwUiBNaWQgVG93ZXIgQVRYIEdhbWluZyBDb21wdXRlciBDYXNl',30); createCookie('S366600','541607', 30);
 


                    ""@en ",," "" Corsair Carbide Series 400R Mid Tower ATX Gaming Computer Case""@en Case CC-9011011-WW - Micro Center ""@en"
5269197,,"""Caja semitorre ATX, color blanco, con ventana, USB 3.0, sin bahía 5.25""@es "," Model Number CA-S340W-W1 (White) CA-S340W-B1 (Black) Drive Bays External 5.25"": 0 Internal 3.5"": 2+1 Internal 2.5"": 2 Cooling System Front: 2x 140/2x120mm Top: 1x 140/120mm (1 x 120mm FN V2 Fans Included) Rear: 1x 120mm (1 x 120mm FN V2 Fan Included) Filters Front (Included) Bottom Rear(Included) Radiator Support Front 2 x 140 or 2 x 120mm Rear 1 x 120mm Clearance GPU Clearance With Radiator: 334mm GPU Clearance Without Radiator: 364mm CPU Cooler: 161mm Cable Management: Lowest Point - 17mm; Highest Point 168mm Dimensions 200mm x 445mm x 432mm Material SECC Steel, ABS Plastic Motherboard Support Mini-ITX, MicroATX, ATX Expansion Slots 7 External Electronics 1 x Audio/Mic 2x USB 3.0 Product Weight 7.05 kg UPC 15671012111 (White) 15671012128 (Black) USB 3.0 Ports 2 Warranty 2 Years"," ""NZXT Source S340 Blanca""@es"
10270158,"""WD""@en","""6TB Capacity, 3.5 inch, SATA 6Gb/s Interface, 7200RPM Spin Speed, 128MB Cache, 5 Year Warranty""@en ",," ""WD Gold 6TB 3.5"" 7200RPM 128MB Cache Datacenter Hard Drive (WD6002FRYZ)""@en ""▷ WD (… | OcUK""@en"
10346073,," "" <p>Let your creativity soar while keeping printing costs low. This HP ENVY all-in-one is the easiest way to print lab-quality photos and laser-quality documents in fewer steps from smartphone or tablet.1</p> Print copy photo; A4; A5; B5; DL; C6; A6; 1 USB 2.0; Wi-Fi 802.11b/g/n; Up 000 pages; ""@en scan web",," ""HP ENVY 5540 All-in-One Printer""@en"
14224721,"""Startech""@en","""2 x 1 - 4 x DisplayPort Digital Audio/Video, 2 x Type B USB, 4 x Mini-phone Audio""@en ",," ""2 Port Dual DisplayPort USB KVM Switch with Audio ""@en | SV231DPDDUA Novatech""@en"
9813337,"""Steinberg""@en","""USB 2.0 Audio Interface with Dual Microphone Preamps""@en ",," ""UR22mkII""@en ""Steinberg | Performance Audio""@en"
16172733,"""
                        Samsung
""@en, ""Null""@en","""
                        Significantly enhance the speed and performance of your everyday PC activities. Boot up your computer in as little as 15 seconds and optimize your web browsing, email, multimedia, and gaming to work faster. Samsung RAPID technology boosts the overall performance of your PC by using idle DRAM as an ultra-fast buffer. With Samsungs TurboWrite write acceleration technology, you can work faster and the 5th generation 3-Core Samsung MEX Controller will allow you to multi-task faster as well.

createCookie('T418124','ODQwIEVWTyBTZXJpZXMgMjUwR0IgU0FUQSBJSUkgNkdiL3MgMi41IiBJbnRlcm5hbCBTb2xpZCBTdGF0ZSBEcml2ZSAoU1NEKSBNWi03VEUyNTBCVw==',30); createCookie('S418124','708693', 30);
 


                    ""@en ",," "" Samsung 840 EVO Series 250GB SATA III 6Gb/s 2.5"" Internal Solid State Drive (SSD) MZ-7TE250BW""@en MZ-7TE250BW - Micro Center ""@en"
754970,,"""120GB Kingston ssd Now V300, 2.5"" Slim 7mm SSD SATA 6GB/s , MLC-Flash, Read 450MB/s, Write 450MB/s, 85000 IOPS OEM       ""@en ",," ""Kingston ssdNow SV300S37A/V300 120GB UltraSlim 7mm SATA 3 SSD""@en SSD LN52992 - SV300S37A/120G | SCAN UK""@en"
13256788,,,," ""Crucial - DDR3L 4 GB SO-DIMM 204-pin"" "" Crucial 204-pin CT4G3S186DJM System Memory (RAM) CDWG.com"
9853093,"""Corsair""@en","""ATX (and below), Up to 4 HDD, Fans Included, Solid Side Panel, Water Cooler Support, Full Length GPU Support, Silent, No PSU""@en "," Manufacturer Corsair Model Carbide 100R Silent Edition Case Form Factor Mid Tower Dimensions 200mm x 471mm x 430mm Weight 5.2kg Colour Black Side Panel Solid Front Panel Solid Warranty 2 Years 5.25"" External 2 2.5"" Internal 4 3.5"" External 0 3.5"" Internal 4 Expansion Slots 7 Maximum GPU Length 414mm Maximum PSU Length 260mm Extended ATX No Standard ATX Yes Micro ATX Yes Mini ITX Yes Maximum CPU Cooler Height 150mm"," ""Corsair Carbide 100R ""@en inchSilentinch Mid Tower Case | CC-9011077-WW Novatech""@en"
11704368,,"""140mm Corsair Air Series AF140 Quiet Edition, High Airflow & Low Noise, 1150rpm, 67.8CFM, 24dB, 3-Pin, Single Pack       ""@en ",," ""Corsair AF140 Fan - Quiet Edition""@en Edition LN44585 CO-9050009-WW | SCAN UK""@en"
1741184,"""HP Enterprise""","""Description:2 x 400GB Serial Attached SCSI (SAS) 10K 3.5-inch Dual Port Hot-Plug Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s)
Option Part# 459508-B21
Spare Part# 456896-001
Assembly Part# 455543-001
Model# DD400B8541"" ", Specifications:  Manufacturer HP Category Hard Drive Sub-Category 10K Generation SAS Part Number HP 456896-001-2Pack Product ID 455697_HP_HardDrives Capacity 400GB Interface Serial Attached SCSI (SAS) Enclosure Internal Drive Dimensions 3.5 inches x 1/3H (Low Profile) Spindle Speed 10000RPM External Data Transfer 3GB/s Seek Time 3.5ms HotSwap Yes Manufacturer Hewlett Packard Pre-Failure Warranty Yes Hot Swap Tray Included/Attached Ports Dual Port," ""456896-001 HP 400-GB 10K 3.5 DP SAS 2 Pack "" ""HP 456896-001 Part# -456896-001-2Pack"""
